turn,q_index,lang,lang_id,rule_desc,input,target,pred,ce_query,conf_context,zslow_rule_l1,zslow_think_l1,zlang_norm,mem_items,timestamp
563,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,566,2025-10-17T13:19:33
564,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,567,2025-10-17T13:19:33
564,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,567,2025-10-17T13:19:33
565,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,568,2025-10-17T13:19:33
565,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,568,2025-10-17T13:19:33
566,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,569,2025-10-17T13:19:33
566,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,569,2025-10-17T13:19:33
567,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,570,2025-10-17T13:19:33
567,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,570,2025-10-17T13:19:33
568,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,571,2025-10-17T13:19:34
568,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,571,2025-10-17T13:19:34
569,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,572,2025-10-17T13:19:34
569,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,572,2025-10-17T13:19:34
570,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,573,2025-10-17T13:19:34
570,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,573,2025-10-17T13:19:34
571,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,574,2025-10-17T13:19:34
571,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,574,2025-10-17T13:19:34
572,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,575,2025-10-17T13:19:34
572,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,575,2025-10-17T13:19:34
573,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,576,2025-10-17T13:19:34
573,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,576,2025-10-17T13:19:34
574,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,577,2025-10-17T13:19:34
574,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,577,2025-10-17T13:19:34
575,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,578,2025-10-17T13:19:34
575,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,578,2025-10-17T13:19:34
576,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,579,2025-10-17T13:19:34
576,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,579,2025-10-17T13:19:34
577,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,580,2025-10-17T13:19:34
577,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,580,2025-10-17T13:19:34
578,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,581,2025-10-17T13:19:34
578,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,581,2025-10-17T13:19:34
579,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,582,2025-10-17T13:19:34
579,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,582,2025-10-17T13:19:34
580,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,583,2025-10-17T13:19:35
580,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,583,2025-10-17T13:19:35
581,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,584,2025-10-17T13:19:35
581,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,584,2025-10-17T13:19:35
582,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,585,2025-10-17T13:19:35
582,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,585,2025-10-17T13:19:35
583,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,586,2025-10-17T13:19:35
583,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,586,2025-10-17T13:19:35
584,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,587,2025-10-17T13:19:35
584,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,587,2025-10-17T13:19:35
585,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,588,2025-10-17T13:19:35
585,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,588,2025-10-17T13:19:35
586,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,589,2025-10-17T13:19:35
586,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,589,2025-10-17T13:19:35
587,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,590,2025-10-17T13:19:35
587,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,590,2025-10-17T13:19:35
588,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,591,2025-10-17T13:19:35
588,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,591,2025-10-17T13:19:35
589,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,592,2025-10-17T13:19:35
589,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,592,2025-10-17T13:19:35
590,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,593,2025-10-17T13:19:35
590,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,593,2025-10-17T13:19:35
591,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,594,2025-10-17T13:19:35
591,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,594,2025-10-17T13:19:35
592,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,595,2025-10-17T13:19:36
592,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,595,2025-10-17T13:19:36
593,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,596,2025-10-17T13:19:36
593,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,596,2025-10-17T13:19:36
594,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,597,2025-10-17T13:19:36
594,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,597,2025-10-17T13:19:36
595,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,598,2025-10-17T13:19:36
595,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,598,2025-10-17T13:19:36
596,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,599,2025-10-17T13:19:36
596,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,599,2025-10-17T13:19:36
597,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,600,2025-10-17T13:19:36
597,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,600,2025-10-17T13:19:36
598,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,601,2025-10-17T13:19:36
598,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,601,2025-10-17T13:19:36
599,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,602,2025-10-17T13:19:36
599,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,602,2025-10-17T13:19:36
600,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,603,2025-10-17T13:19:36
600,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,603,2025-10-17T13:19:36
601,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,604,2025-10-17T13:19:36
601,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,604,2025-10-17T13:19:36
602,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,605,2025-10-17T13:19:36
602,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,605,2025-10-17T13:19:36
603,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,606,2025-10-17T13:19:37
603,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,606,2025-10-17T13:19:37
604,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,607,2025-10-17T13:19:37
604,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,607,2025-10-17T13:19:37
605,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,608,2025-10-17T13:19:37
605,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,608,2025-10-17T13:19:37
606,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,609,2025-10-17T13:19:37
606,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,609,2025-10-17T13:19:37
607,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,610,2025-10-17T13:19:37
607,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,610,2025-10-17T13:19:37
608,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,611,2025-10-17T13:19:37
608,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,611,2025-10-17T13:19:37
609,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,612,2025-10-17T13:19:37
609,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,612,2025-10-17T13:19:37
610,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,613,2025-10-17T13:19:37
610,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,613,2025-10-17T13:19:37
611,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,614,2025-10-17T13:19:37
611,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,614,2025-10-17T13:19:37
612,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,615,2025-10-17T13:19:37
612,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,615,2025-10-17T13:19:37
613,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,616,2025-10-17T13:19:37
613,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,616,2025-10-17T13:19:37
614,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,617,2025-10-17T13:19:38
614,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,617,2025-10-17T13:19:38
615,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,618,2025-10-17T13:19:38
615,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,618,2025-10-17T13:19:38
616,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,619,2025-10-17T13:19:38
616,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,619,2025-10-17T13:19:38
617,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,620,2025-10-17T13:19:38
617,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,620,2025-10-17T13:19:38
618,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,621,2025-10-17T13:19:38
618,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,621,2025-10-17T13:19:38
619,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,622,2025-10-17T13:19:38
619,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,622,2025-10-17T13:19:38
620,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,623,2025-10-17T13:19:38
620,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,623,2025-10-17T13:19:38
621,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,624,2025-10-17T13:19:38
621,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,624,2025-10-17T13:19:38
622,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,625,2025-10-17T13:19:38
622,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,625,2025-10-17T13:19:38
623,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,626,2025-10-17T13:19:38
623,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,626,2025-10-17T13:19:38
624,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,627,2025-10-17T13:19:38
624,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,627,2025-10-17T13:19:38
625,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,628,2025-10-17T13:19:38
625,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,628,2025-10-17T13:19:38
626,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,629,2025-10-17T13:19:39
626,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,629,2025-10-17T13:19:39
627,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,630,2025-10-17T13:19:39
627,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,630,2025-10-17T13:19:39
